	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
33.00	48976.70	14.39	1.60	7.40	91.43	-7.77	1.08	0.00	0.00	1.28	7.10	1.20	-1.00	0.00	0.00	-8.97	106.30	
34.00	83095.60	11.28	2.30	4.50	42.38	-8.26	1.18	0.00	0.00	1.28	3.44	0.50	-1.00	0.00	0.00	-7.07	49.20	
35.00	252734.90	12.48	1.80	6.80	64.30	-7.77	-1.88	0.00	0.00	1.46	4.73	0.90	-1.00	0.00	0.00	-6.83	37.30	
36.00	160942.70	12.01	2.00	6.40	62.09	-8.33	1.42	0.00	0.00	1.77	4.65	1.40	-1.00	0.00	0.00	-5.43	123.50	
37.00	156125.10	10.65	1.40	5.30	42.79	-7.66	-0.42	0.00	0.00	0.58	3.40	0.60	-1.00	0.00	0.00	-14.68	41.90	
38.00	88365.50	12.03	3.50	7.20	109.86	-10.06	-0.07	0.00	0.00	3.16	9.42	2.80	-1.00	0.00	0.00	-3.04	327.10	
39.00	223598.10	12.48	1.40	10.10	88.00	-9.39	2.59	0.00	0.00	1.13	4.52	0.40	-1.00	0.00	0.00	-8.80	7.70	
40.00	222362.70	25.14	4.20	2.10	78.63	-7.58	-0.73	0.00	0.00	1.38	3.39	1.40	-1.00	0.00	0.00	-14.63	436.30	
41.00	220925.10	26.39	1.90	2.10	78.21	-10.02	2.60	0.00	0.00	1.11	3.29	1.30	-1.00	0.00	0.00	-19.00	278.70	
42.00	220893.70	25.94	2.00	5.00	116.80	-8.17	2.79	0.00	0.00	1.71	4.86	1.60	-1.00	0.00	0.00	-12.16	119.30	
43.00	228193.70	11.69	3.30	2.10	40.51	-8.43	0.11	0.00	0.00	2.97	4.13	2.50	-1.00	0.00	0.00	-3.15	1147.30	
44.00	228042.60	12.42	2.30	2.10	36.61	-9.24	-0.59	0.00	0.00	1.96	3.96	2.00	-1.00	0.00	0.00	-5.06	996.20	
45.00	221118.20	22.57	2.40	4.40	95.16	-9.00	0.39	0.00	0.00	1.77	4.38	1.30	-1.00	0.00	0.00	-10.20	343.80	
46.00	220580.10	17.99	3.00	2.10	66.26	-10.33	-0.10	0.00	0.00	2.72	4.43	2.50	-1.00	0.00	0.00	-5.29	1213.70	
47.00	227727.90	14.63	2.00	2.10	39.90	-11.56	1.66	0.00	0.00	1.38	3.51	1.60	-1.00	0.00	0.00	-8.50	681.50	
48.00	221519.50	17.83	1.90	2.10	50.76	-8.51	-0.59	0.00	0.00	1.50	3.19	1.20	-1.00	0.00	0.00	-9.52	873.10	
49.00	227896.50	16.46	3.40	2.10	59.76	-7.70	0.46	0.00	0.00	2.76	4.15	2.20	-1.00	0.00	0.00	-4.78	850.10	
50.00	221333.70	11.80	2.10	2.10	31.80	-8.47	0.46	0.00	0.00	1.43	3.30	1.40	-1.00	0.00	0.00	-6.59	687.30	
51.00	219976.50	19.37	2.40	2.10	67.13	-7.92	0.19	0.00	0.00	1.24	3.71	1.80	-1.00	0.00	0.00	-12.52	610.10	
52.00	217817.50	18.64	1.90	2.10	46.32	-10.94	-1.11	0.00	0.00	1.58	3.09	1.10	-1.00	0.00	0.00	-9.41	1011.10	
53.00	218236.00	14.21	2.90	2.10	44.47	-7.82	0.03	0.00	0.00	2.43	3.67	2.00	-1.00	0.00	0.00	-4.68	149.60	
54.00	229742.30	26.90	2.70	2.10	89.89	-9.93	-0.17	0.00	0.00	1.80	3.84	1.90	-1.00	0.00	0.00	-11.97	135.90	
55.00	229765.90	10.96	3.10	2.10	35.89	-9.93	1.32	0.00	0.00	2.28	4.03	2.10	-1.00	0.00	0.00	-3.85	159.50	
56.00	229844.60	25.78	2.40	2.10	84.67	-10.18	-1.11	0.00	0.00	1.35	3.74	1.80	-1.00	0.00	0.00	-15.33	238.20	
57.00	218857.50	19.03	2.00	2.10	53.45	-8.81	-1.76	0.00	0.00	1.49	3.11	1.20	-1.00	0.00	0.00	-10.22	771.10	
58.00	229322.80	22.01	2.70	2.10	71.78	-9.85	0.23	0.00	0.00	1.76	3.60	1.60	-1.00	0.00	0.00	-10.02	996.40	
59.00	227414.10	13.50	3.20	2.10	46.69	-7.68	-1.69	0.00	0.00	2.96	3.44	2.20	-1.00	0.00	0.00	-3.65	367.70	
60.00	228401.40	21.40	1.60	2.10	56.94	-8.59	0.70	0.00	0.00	1.38	3.07	1.10	-1.00	0.00	0.00	-12.40	75.00	
61.00	228561.40	14.40	2.90	2.10	42.52	-9.19	-2.52	0.00	0.00	1.56	3.35	1.40	-1.00	0.00	0.00	-7.37	235.00	
62.00	219652.10	24.73	2.10	2.10	73.27	-9.29	1.04	0.00	0.00	1.61	3.32	1.40	-1.00	0.00	0.00	-12.32	285.70	
63.00	228865.20	10.32	1.40	2.10	25.09	-9.35	1.34	0.00	0.00	1.17	2.91	1.00	-1.00	0.00	0.00	-7.07	538.80	
64.00	220012.20	12.78	3.00	2.10	46.60	-10.56	-1.64	0.00	0.00	2.72	4.39	2.40	-1.00	0.00	0.00	-3.76	645.80	
65.00	227325.10	15.59	2.80	2.10	55.41	-8.19	0.27	0.00	0.00	2.59	4.19	2.20	-1.00	0.00	0.00	-4.82	278.70	
66.00	223513.50	17.14	2.90	2.10	55.09	-9.01	-1.44	0.00	0.00	2.19	3.82	1.90	-1.00	0.00	0.00	-6.26	307.10	
67.00	224464.70	15.66	2.60	2.10	47.63	-8.19	0.38	0.00	0.00	1.84	3.54	1.60	-1.00	0.00	0.00	-6.82	1258.30	
68.00	224940.60	18.07	2.00	2.10	56.48	-8.08	-1.22	0.00	0.00	1.19	3.49	1.50	-1.00	0.00	0.00	-12.14	454.20	
69.00	224967.90	14.25	2.60	2.10	42.79	-9.08	1.43	0.00	0.00	1.44	3.26	1.30	-1.00	0.00	0.00	-7.91	481.50	
70.00	223272.60	16.55	3.20	2.10	58.56	-9.13	0.06	0.00	0.00	2.07	3.88	1.90	-1.00	0.00	0.00	-6.40	66.20	
71.00	223543.00	19.92	3.60	2.10	62.38	-10.47	1.35	0.00	0.00	2.08	3.82	1.90	-1.00	0.00	0.00	-7.65	336.60	
72.00	224430.50	19.51	3.00	2.10	67.31	-7.32	0.15	0.00	0.00	2.50	4.21	2.30	-1.00	0.00	0.00	-6.23	1224.10	
73.00	223866.30	14.03	2.90	2.10	41.47	-8.62	-1.60	0.00	0.00	1.38	3.43	1.50	-1.00	0.00	0.00	-8.12	659.90	
74.00	223659.10	11.80	3.50	2.10	46.37	-10.03	-1.19	0.00	0.00	3.05	4.29	2.80	-1.00	0.00	0.00	-3.10	452.70	
75.00	223956.00	13.99	2.10	2.10	39.96	-8.65	0.49	0.00	0.00	1.41	3.38	1.40	-1.00	0.00	0.00	-7.93	749.60	
76.00	224016.00	19.85	3.20	2.10	56.36	-7.51	-2.46	0.00	0.00	1.88	3.21	1.30	-1.00	0.00	0.00	-8.44	809.60	
77.00	224263.80	11.23	1.30	2.10	23.20	-8.01	1.34	0.00	0.00	1.11	1.95	0.70	-1.00	0.00	0.00	-8.10	1057.40	
78.00	225228.60	18.82	1.80	2.10	50.98	-9.27	-0.11	0.00	0.00	1.58	3.10	1.10	-1.00	0.00	0.00	-9.54	742.20	
79.00	225287.20	11.50	1.60	2.10	29.99	-10.24	-0.44	0.00	0.00	1.38	2.87	1.20	-1.00	0.00	0.00	-6.66	800.80	
80.00	222516.30	17.92	4.20	2.10	77.24	-8.37	0.06	0.00	0.00	3.52	5.10	3.10	-1.00	0.00	0.00	-4.07	589.90	
81.00	226791.10	16.69	1.70	2.10	41.90	-9.33	-0.60	0.00	0.00	1.44	2.89	0.90	-1.00	0.00	0.00	-9.25	1024.70	
82.00	226974.50	20.67	2.70	2.10	58.63	-9.05	0.02	0.00	0.00	1.62	3.31	1.40	-1.00	0.00	0.00	-10.22	1208.10	
83.00	227011.00	15.77	3.50	2.10	67.11	-11.82	-2.09	0.00	0.00	3.16	4.99	3.00	-1.00	0.00	0.00	-4.00	1244.60	
84.00	223625.00	16.87	1.90	2.10	51.46	-10.61	-1.05	0.00	0.00	1.60	3.47	1.50	-1.00	0.00	0.00	-8.44	418.60	
85.00	226158.20	11.32	1.10	2.10	25.18	-10.47	-1.59	0.00	0.00	0.90	2.59	0.60	-1.00	0.00	0.00	-10.09	391.80	
86.00	226099.90	13.43	4.10	2.10	45.54	-9.38	0.90	0.00	0.00	3.99	3.62	3.50	-1.00	0.00	0.00	-2.69	333.50	
87.00	222940.20	19.07	2.90	2.10	66.04	-7.41	0.10	0.00	0.00	1.48	3.79	1.80	-1.00	0.00	0.00	-10.32	1013.80	
88.00	225587.00	11.25	1.90	2.10	30.64	-9.63	-0.20	0.00	0.00	1.67	3.26	1.50	-1.00	0.00	0.00	-5.38	1100.60	
89.00	222731.30	16.09	2.10	2.10	46.61	-8.73	0.10	0.00	0.00	1.79	3.04	1.50	-1.00	0.00	0.00	-7.18	804.90	
90.00	222528.20	23.79	2.50	2.10	73.89	-13.01	1.88	0.00	0.00	1.54	3.62	1.70	-1.00	0.00	0.00	-12.37	601.80	
91.00	225747.10	15.75	2.30	2.10	44.26	-7.34	-0.08	0.00	0.00	2.09	3.54	1.60	-1.00	0.00	0.00	-6.03	1260.70	
92.00	222410.80	14.03	2.50	2.10	41.71	-11.02	0.58	0.00	0.00	2.30	3.27	2.00	-1.00	0.00	0.00	-4.88	484.40	
93.00	232248.60	10.05	1.10	2.10	20.82	-11.44	2.36	0.00	0.00	1.01	2.18	0.20	-1.00	0.00	0.00	-7.99	82.20	
94.00	240796.60	16.55	1.80	2.10	50.97	-8.15	0.47	0.00	0.00	0.89	3.32	1.40	-1.00	0.00	0.00	-14.87	950.20	
95.00	240608.60	13.16	2.30	2.10	41.99	-8.89	-0.27	0.00	0.00	1.96	3.64	1.70	-1.00	0.00	0.00	-5.36	762.20	
96.00	240314.80	20.01	3.90	2.10	98.92	-8.09	-0.34	0.00	0.00	3.13	5.45	3.50	-1.00	0.00	0.00	-5.11	468.40	
97.00	241100.80	15.34	2.60	2.10	51.86	-7.84	-1.21	0.00	0.00	2.38	4.06	2.10	-1.00	0.00	0.00	-5.17	1254.40	
98.00	241535.10	11.75	2.10	2.10	32.79	-8.64	-1.45	0.00	0.00	1.53	3.41	1.50	-1.00	0.00	0.00	-6.15	408.70	
99.00	241739.70	10.13	2.60	2.10	30.68	-8.72	1.36	0.00	0.00	2.45	3.65	1.70	-1.00	0.00	0.00	-3.30	613.30	
100.00	241713.20	27.16	2.30	2.10	83.57	-8.09	0.20	0.00	0.00	1.72	3.37	1.40	-1.00	0.00	0.00	-12.62	586.80	
101.00	240171.50	11.61	4.10	2.10	43.86	-9.46	0.52	0.00	0.00	3.85	3.03	1.10	-1.00	0.00	0.00	-2.42	325.10	
102.00	240113.70	12.64	2.50	2.10	38.28	-9.70	1.98	0.00	0.00	2.08	3.76	1.80	-1.00	0.00	0.00	-4.87	267.30	
103.00	239391.90	12.94	1.50	2.10	27.54	-10.65	-1.38	0.00	0.00	1.26	2.20	1.00	-1.00	0.00	0.00	-8.20	825.50	
104.00	239186.20	15.91	2.50	2.10	53.25	-10.16	-1.23	0.00	0.00	1.91	3.91	2.00	-1.00	0.00	0.00	-6.66	619.80	
105.00	239095.60	15.03	1.50	2.10	34.14	-10.71	-1.81	0.00	0.00	1.02	2.80	0.80	-1.00	0.00	0.00	-11.81	529.20	
106.00	239501.40	12.18	1.30	2.10	29.29	-8.66	0.92	0.00	0.00	1.02	2.86	0.90	-1.00	0.00	0.00	-9.53	935.00	
107.00	239669.80	17.45	2.60	2.10	55.05	-8.43	0.78	0.00	0.00	2.18	3.75	1.80	-1.00	0.00	0.00	-6.41	1103.40	
108.00	239986.70	13.97	2.20	2.10	39.03	-7.50	1.93	0.00	0.00	1.16	3.02	1.10	-1.00	0.00	0.00	-9.62	140.30	
109.00	239755.70	17.64	3.50	2.10	60.23	-7.33	0.72	0.00	0.00	2.23	3.86	1.90	-1.00	0.00	0.00	-6.32	1189.30	
110.00	241780.30	10.45	1.90	2.10	27.64	-12.25	0.61	0.00	0.00	1.69	3.37	1.60	-1.00	0.00	0.00	-4.95	653.90	
111.00	241865.60	10.63	3.10	2.10	37.68	-8.42	-1.78	0.00	0.00	2.83	3.72	2.60	-1.00	0.00	0.00	-3.01	739.20	
112.00	245314.60	11.98	2.80	2.10	32.80	-10.05	0.58	0.00	0.00	1.87	2.87	1.40	-1.00	0.00	0.00	-5.12	348.20	
113.00	245048.90	14.77	2.50	2.10	41.86	-8.89	1.14	0.00	0.00	1.89	3.47	1.50	-1.00	0.00	0.00	-6.24	82.50	
114.00	244699.80	12.57	3.10	2.10	37.32	-9.12	-1.37	0.00	0.00	2.24	3.46	1.50	-1.00	0.00	0.00	-4.49	1013.40	
115.00	245858.50	21.91	5.50	2.10	99.10	-10.28	2.55	0.00	0.00	4.99	4.76	2.80	-1.00	0.00	0.00	-3.51	892.10	
116.00	246372.30	18.34	1.90	2.10	52.58	-7.99	-0.08	0.00	0.00	1.36	3.10	1.20	-1.00	0.00	0.00	-10.78	125.90	
117.00	246579.60	15.98	2.20	2.10	46.04	-7.96	1.62	0.00	0.00	1.64	3.37	1.40	-1.00	0.00	0.00	-7.79	333.20	
118.00	246450.10	17.97	2.10	2.10	52.01	-10.45	-0.62	0.00	0.00	1.82	3.40	1.50	-1.00	0.00	0.00	-7.92	203.70	
119.00	244536.90	13.21	2.50	2.10	38.20	-8.58	0.34	0.00	0.00	1.91	3.38	1.40	-1.00	0.00	0.00	-5.54	850.50	
120.00	244040.00	17.11	2.60	2.10	54.45	-8.13	0.26	0.00	0.00	1.10	3.75	1.80	-1.00	0.00	0.00	-12.42	353.60	
121.00	243041.10	14.28	2.20	2.10	34.08	-8.83	-1.55	0.00	0.00	1.67	2.70	1.30	-1.00	0.00	0.00	-6.86	634.70	
122.00	242490.30	15.08	3.20	2.10	58.36	-8.45	0.35	0.00	0.00	2.95	4.19	2.50	-1.00	0.00	0.00	-4.09	83.90	
123.00	242261.80	15.24	2.00	2.10	40.37	-8.17	2.57	0.00	0.00	1.69	3.23	1.30	-1.00	0.00	0.00	-7.23	1135.40	
124.00	243091.70	12.32	2.50	2.10	34.13	-10.63	0.46	0.00	0.00	2.06	3.19	1.70	-1.00	0.00	0.00	-4.79	685.30	
125.00	243309.70	19.40	2.00	2.10	57.86	-7.94	0.09	0.00	0.00	1.45	3.28	1.30	-1.00	0.00	0.00	-10.72	903.30	
126.00	243744.00	24.57	2.30	2.10	78.83	-8.86	-1.24	0.00	0.00	1.73	3.46	1.50	-1.00	0.00	0.00	-11.33	57.60	
127.00	243583.20	11.84	4.10	2.10	38.56	-7.87	-0.24	0.00	0.00	2.78	3.12	2.20	-1.00	0.00	0.00	-3.40	1176.80	
128.00	239045.50	16.62	4.10	2.10	63.71	-12.12	1.15	0.00	0.00	3.80	4.45	2.50	-1.00	0.00	0.00	-3.50	479.10	
129.00	238982.40	18.90	2.10	2.10	57.23	-8.78	0.17	0.00	0.00	1.89	3.56	1.60	-1.00	0.00	0.00	-8.01	416.00	
130.00	233039.70	22.58	2.10	2.10	65.35	-8.21	-0.24	0.00	0.00	1.02	3.37	1.40	-1.00	0.00	0.00	-17.68	873.30	
131.00	232989.20	11.93	1.40	2.10	28.14	-7.98	-1.26	0.00	0.00	1.23	2.95	1.00	-1.00	0.00	0.00	-7.78	822.80	
132.00	232599.50	12.08	5.10	2.10	56.98	-8.69	-2.13	0.00	0.00	3.77	5.13	3.20	-1.00	0.00	0.00	-2.56	433.10	
133.00	233201.40	18.00	2.00	2.10	51.81	-9.16	1.21	0.00	0.00	1.66	3.32	1.40	-1.00	0.00	0.00	-8.69	1035.00	
134.00	233695.60	11.87	1.80	2.10	30.09	-9.56	0.80	0.00	0.00	1.56	3.38	1.40	-1.00	0.00	0.00	-6.09	249.20	
135.00	233966.00	17.31	3.70	2.10	75.54	-9.49	0.29	0.00	0.00	3.44	4.87	2.90	-1.00	0.00	0.00	-4.02	519.60	
136.00	233758.40	15.14	1.50	2.10	37.93	-10.03	0.43	0.00	0.00	1.29	2.90	0.90	-1.00	0.00	0.00	-9.40	312.00	
137.00	232450.80	16.38	2.80	2.10	58.41	-9.41	0.67	0.00	0.00	1.73	4.24	2.30	-1.00	0.00	0.00	-7.56	284.40	
138.00	217795.70	28.05	2.00	2.10	88.73	-8.25	-0.16	0.00	0.00	1.33	3.44	1.50	-1.00	0.00	0.00	-16.91	989.30	
139.00	231362.60	10.58	3.40	2.10	36.77	-9.93	0.11	0.00	0.00	2.03	4.25	2.30	-1.00	0.00	0.00	-4.17	476.20	
140.00	230853.50	18.59	1.60	2.10	52.67	-9.18	-0.59	0.00	0.00	1.41	3.14	1.20	-1.00	0.00	0.00	-10.58	1247.10	
141.00	230560.20	18.06	2.60	2.10	53.43	-9.24	1.34	0.00	0.00	1.93	3.76	1.80	-1.00	0.00	0.00	-7.50	953.80	
142.00	231849.50	24.90	2.30	2.10	78.79	-9.37	-0.64	0.00	0.00	2.00	3.70	1.80	-1.00	0.00	0.00	-9.98	963.10	
143.00	231880.10	13.89	2.80	2.10	43.82	-10.19	-0.76	0.00	0.00	2.54	3.86	1.90	-1.00	0.00	0.00	-4.38	993.70	
144.00	232134.60	12.96	1.90	2.10	34.54	-11.24	-0.37	0.00	0.00	1.75	3.43	1.50	-1.00	0.00	0.00	-5.93	1248.20	
145.00	232053.90	14.65	1.60	2.10	38.45	-8.36	0.39	0.00	0.00	1.37	2.89	0.90	-1.00	0.00	0.00	-8.54	1167.50	
146.00	234305.60	10.32	1.80	2.10	25.62	-9.09	-1.64	0.00	0.00	1.43	2.69	0.70	-1.00	0.00	0.00	-5.77	859.20	
147.00	234437.60	10.35	2.40	2.10	30.43	-9.21	0.21	0.00	0.00	2.21	2.93	1.00	-1.00	0.00	0.00	-3.75	991.20	
148.00	237744.20	18.44	2.10	2.10	50.53	-8.33	-0.54	0.00	0.00	1.41	3.22	1.30	-1.00	0.00	0.00	-10.48	457.80	
149.00	237221.50	18.54	2.10	2.10	50.28	-8.26	-1.72	0.00	0.00	1.49	3.27	1.30	-1.00	0.00	0.00	-9.94	1215.10	
150.00	236991.20	18.91	3.90	2.10	59.04	-9.64	1.06	0.00	0.00	1.76	3.66	1.70	-1.00	0.00	0.00	-8.60	984.80	
151.00	238116.70	14.47	1.60	2.10	38.88	-8.16	-0.31	0.00	0.00	1.45	3.12	1.20	-1.00	0.00	0.00	-8.00	830.30	
152.00	238532.40	12.12	2.20	2.10	35.10	-9.21	-0.84	0.00	0.00	1.70	3.29	1.30	-1.00	0.00	0.00	-5.71	1246.00	
153.00	238899.80	18.60	3.20	2.10	73.40	-8.75	0.03	0.00	0.00	2.66	4.67	2.70	-1.00	0.00	0.00	-5.60	333.40	
154.00	238687.80	13.71	1.60	2.10	33.65	-10.01	-0.39	0.00	0.00	1.33	3.23	1.30	-1.00	0.00	0.00	-8.27	121.40	
155.00	236959.70	17.54	2.00	2.10	46.00	-10.24	-0.69	0.00	0.00	1.63	3.20	1.30	-1.00	0.00	0.00	-8.59	953.30	
156.00	236682.10	12.17	2.80	2.10	35.38	-10.00	0.55	0.00	0.00	2.23	3.03	1.30	-1.00	0.00	0.00	-4.37	675.70	
157.00	235144.40	21.21	3.90	2.10	85.23	-8.73	0.44	0.00	0.00	3.54	4.51	2.60	-1.00	0.00	0.00	-4.79	418.00	
158.00	234891.80	14.95	2.40	2.10	47.23	-8.81	-1.37	0.00	0.00	2.08	3.78	1.80	-1.00	0.00	0.00	-5.74	165.40	
159.00	234568.70	21.58	3.30	2.10	60.88	-8.57	-0.68	0.00	0.00	1.46	3.06	1.10	-1.00	0.00	0.00	-11.85	1122.30	
160.00	235277.20	18.58	1.80	2.10	48.21	-9.63	2.14	0.00	0.00	1.53	3.09	1.10	-1.00	0.00	0.00	-9.74	550.80	
161.00	235829.40	21.61	2.20	2.10	62.25	-7.96	-0.59	0.00	0.00	1.65	3.22	1.30	-1.00	0.00	0.00	-10.45	1103.00	
162.00	236561.00	14.98	2.10	2.10	39.21	-9.94	-1.28	0.00	0.00	1.63	3.21	1.30	-1.00	0.00	0.00	-7.36	554.60	
163.00	236425.80	23.12	1.90	2.10	66.65	-8.82	-1.16	0.00	0.00	1.72	3.30	1.40	-1.00	0.00	0.00	-10.78	419.40	
164.00	229961.00	12.01	2.80	2.10	44.97	-9.27	0.42	0.00	0.00	2.60	4.39	2.40	-1.00	0.00	0.00	-3.70	354.60	
165.00	211924.90	18.82	1.70	2.10	48.31	-8.94	0.27	0.00	0.00	1.31	2.90	0.90	-1.00	0.00	0.00	-11.49	238.50	
166.00	173261.10	13.16	2.40	2.10	38.52	-8.74	-0.72	0.00	0.00	2.28	3.21	1.80	-1.00	0.00	0.00	-4.61	1254.70	
167.00	173176.30	22.45	2.20	2.10	72.95	-7.63	-0.51	0.00	0.00	1.69	3.52	1.60	-1.00	0.00	0.00	-10.62	1169.90	
168.00	172901.70	13.09	1.60	2.10	34.67	-7.65	-0.31	0.00	0.00	1.34	2.95	1.00	-1.00	0.00	0.00	-7.80	895.30	
169.00	173580.60	24.14	2.10	2.10	74.73	-8.64	-0.30	0.00	0.00	1.62	3.63	1.70	-1.00	0.00	0.00	-11.90	294.20	
170.00	174165.70	18.16	1.90	2.10	53.84	-7.93	-0.81	0.00	0.00	1.67	3.44	1.50	-1.00	0.00	0.00	-8.72	879.30	
171.00	175321.60	25.65	1.90	2.10	72.55	-9.07	2.20	0.00	0.00	1.55	3.41	1.50	-1.00	0.00	0.00	-13.26	755.20	
172.00	174819.30	13.70	3.20	2.10	46.02	-7.87	0.81	0.00	0.00	2.64	4.29	2.30	-1.00	0.00	0.00	-4.16	252.90	
173.00	172458.70	14.12	1.90	2.10	35.74	-9.38	0.17	0.00	0.00	1.68	3.15	1.20	-1.00	0.00	0.00	-6.70	452.30	
174.00	172229.80	15.26	3.00	2.10	50.47	-8.06	1.26	0.00	0.00	2.81	3.77	1.80	-1.00	0.00	0.00	-4.34	223.40	
175.00	170552.90	12.34	2.60	2.10	30.11	-8.72	0.33	0.00	0.00	1.41	2.80	1.00	-1.00	0.00	0.00	-6.98	1106.50	
176.00	170469.00	20.16	2.30	2.10	62.20	-8.33	-1.70	0.00	0.00	2.10	3.50	1.50	-1.00	0.00	0.00	-7.69	1022.60	
177.00	169593.70	13.08	1.60	2.10	34.66	-8.05	0.15	0.00	0.00	1.22	3.14	1.20	-1.00	0.00	0.00	-8.57	147.30	
